Name,Platform,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,User_Score,User_Count
Spider-Man: The Movie,XB,2002.0,Action,Activision,1.4,79.0,7.5,11.0
LEGO Star Wars II: The Original Trilogy,PSP,2006.0,Action,LucasArts,1.4,83.0,8.6,26.0
Dead Space,X360,2008.0,Action,Electronic Arts,1.4,89.0,8.7,768.0
LEGO Indiana Jones 2: The Adventure Continues,Wii,2009.0,Action,Activision,1.4,72.0,6.1,14.0
Ridge Racer,PSP,2004.0,Racing,Sony Computer Entertainment,1.4,88.0,8.2,65.0
Sonic Advance 3,GBA,2004.0,Platform,THQ,1.4,79.0,8.4,34.0
Colin McRae Rally 3,PS2,2002.0,Racing,Codemasters,1.4,86.0,7.7,24.0
Forza Horizon 2,XOne,2014.0,Racing,Microsoft Game Studios,1.4,86.0,8.2,977.0
Madden NFL 2002,PS,2001.0,Sports,Electronic Arts,1.39,88.0,8.0,7.0
Dynasty Warriors 5,PS2,2005.0,Action,Tecmo Koei,1.39,69.0,8.8,68.0
Injustice: Gods Among Us,X360,2013.0,Fighting,Warner Bros. Interactive Entertainment,1.38,81.0,7.9,362.0
Far Cry 2,PS3,2008.0,Action,Ubisoft,1.38,85.0,6.4,241.0
Yoshi's New Island,3DS,2014.0,Platform,Nintendo,1.38,64.0,6.1,155.0
True Crime: Streets of LA,XB,2003.0,Action,Activision,1.38,77.0,7.8,28.0
Ryse: Son of Rome,XOne,2013.0,Action,Microsoft Game Studios,1.38,60.0,6.1,1409.0
Mortal Kombat X,XOne,2015.0,Fighting,Warner Bros. Interactive Entertainment,1.38,86.0,7.3,279.0
Rise of the Tomb Raider,XOne,2015.0,Adventure,Square Enix,1.38,86.0,8.0,1288.0
Sonic Generations,X360,2011.0,Platform,Sega,1.38,77.0,8.3,340.0
Dave Mirra Freestyle BMX 2,PS2,2001.0,Sports,Acclaim Entertainment,1.38,81.0,8.1,18.0
Bakugan: Battle Brawlers,DS,2009.0,Action,Activision,1.38,60.0,6.7,7.0
LEGO Indiana Jones: The Original Adventures,PS2,2008.0,Action,LucasArts,1.37,77.0,8.4,16.0
Deus Ex: Human Revolution,X360,2011.0,Shooter,Square Enix,1.37,89.0,8.3,684.0
Final Fantasy XII: Revenant Wings,DS,2007.0,Role-Playing,Square Enix,1.37,81.0,6.1,60.0
Call of Duty: Black Ops,Wii,2010.0,Shooter,Activision,1.37,80.0,5.8,87.0
Deus Ex: Human Revolution,PS3,2011.0,Shooter,Square Enix,1.37,89.0,8.2,682.0
Star Wars Knights of the Old Republic II: The Sith Lords,XB,2004.0,Role-Playing,Activision,1.37,86.0,8.6,140.0
The Sims 2,PSP,2005.0,Simulation,Electronic Arts,1.37,65.0,6.9,32.0
Dead Rising 2,PS3,2010.0,Action,Capcom,1.36,80.0,6.7,178.0
Ridge Racer 7,PS3,2006.0,Racing,Namco Bandai Games,1.36,78.0,7.1,52.0
Tom Clancy's Ghost Recon 2,XB,2004.0,Shooter,Ubisoft,1.36,80.0,8.9,58.0
Need for Speed: The Run,X360,2011.0,Action,Electronic Arts,1.36,68.0,6.0,160.0
Crash Bandicoot 2: N-Tranced,GBA,2003.0,Platform,Vivendi Games,1.36,75.0,7.8,30.0
Titanfall,X360,2014.0,Shooter,Electronic Arts,1.36,83.0,5.9,371.0
Dead to Rights,PS2,2002.0,Shooter,Electronic Arts,1.36,73.0,8.9,36.0
WWE '13,PS3,2012.0,Action,THQ,1.35,76.0,8.1,99.0
Hasbro Family Game Night 2,Wii,2009.0,Misc,Electronic Arts,1.35,63.0,6.3,6.0
Gardening Mama,DS,2009.0,Puzzle,505 Games,1.35,60.0,9.3,4.0
Burnout Paradise,X360,2008.0,Racing,Electronic Arts,1.35,88.0,6.9,279.0
Middle-Earth: Shadow of Mordor,XOne,2014.0,Action,Warner Bros. Interactive Entertainment,1.35,87.0,8.0,585.0
MotorStorm: Pacific Rift,PS3,2008.0,Racing,Sony Computer Entertainment,1.35,82.0,8.0,318.0
Samurai Warriors,PS2,2004.0,Action,Electronic Arts,1.35,73.0,8.7,23.0
Battlefield 4,PC,2013.0,Shooter,Electronic Arts,1.35,81.0,6.0,3517.0
Gears of War 4,XOne,2016.0,Shooter,Microsoft Game Studios,1.35,84.0,6.2,815.0
FIFA Soccer 08,PSP,2007.0,Sports,Electronic Arts,1.35,79.0,7.4,15.0
FIFA Soccer 09,PSP,2008.0,Sports,Electronic Arts,1.35,84.0,8.9,21.0
FIFA Soccer 08,X360,2007.0,Sports,Electronic Arts,1.35,82.0,7.9,57.0
Test Drive,PS2,2002.0,Racing,Atari,1.34,73.0,7.4,23.0
Devil May Cry 4,X360,2008.0,Action,Capcom,1.34,84.0,8.0,248.0
Tom Clancy's Rainbow Six: Vegas 2,PS3,2008.0,Shooter,Ubisoft,1.34,81.0,7.9,93.0
Metroid: Other M,Wii,2010.0,Action,Nintendo,1.34,79.0,6.5,482.0
Crysis 2,X360,2011.0,Action,Electronic Arts,1.34,84.0,7.5,533.0
Chrono Trigger,DS,2008.0,Role-Playing,Square Enix,1.34,92.0,8.9,440.0
Marvel vs. Capcom 3: Fate of Two Worlds,PS3,2011.0,Fighting,Capcom,1.34,84.0,7.3,147.0
Doom 3,XB,2005.0,Shooter,Activision,1.34,88.0,7.4,116.0
Tom Clancy's Rainbow Six: Siege,XOne,2015.0,Shooter,Ubisoft,1.34,74.0,6.9,252.0
F1 2010,PS3,2010.0,Racing,Codemasters,1.34,84.0,7.8,83.0
Monster Hunter Freedom,PSP,2005.0,Role-Playing,Capcom,1.34,71.0,8.6,78.0
Donkey Kong Jungle Beat,GC,2004.0,Platform,Nintendo,1.34,80.0,8.3,30.0
Need for Speed Carbon,PS2,2006.0,Racing,Electronic Arts,1.34,74.0,8.4,60.0
Lost Planet: Extreme Condition,X360,2006.0,Shooter,Capcom,1.34,79.0,7.1,187.0
Max Payne 2: The Fall of Max Payne,PS2,2003.0,Shooter,Take-Two Interactive,1.34,73.0,8.2,63.0
Battlefield: Bad Company,PS3,2008.0,Shooter,Electronic Arts,1.34,84.0,8.1,203.0
MVP Baseball 2004,PS2,2004.0,Sports,Electronic Arts,1.34,90.0,8.6,51.0
Alan Wake,X360,2010.0,Action,Microsoft Game Studios,1.33,83.0,8.1,1156.0
Metroid Prime 2: Echoes,GC,2004.0,Shooter,Nintendo,1.33,92.0,8.8,279.0
Corvette,PS2,2004.0,Racing,TDK Mediactive,1.33,57.0,6.5,21.0
WWE SmackDown vs Raw 2008,PS3,2007.0,Fighting,THQ,1.33,74.0,7.3,41.0
Skylanders SWAP Force,X360,2013.0,Platform,Activision,1.32,83.0,5.7,45.0
Grand Theft Auto: Chinatown Wars,DS,2009.0,Action,Take-Two Interactive,1.32,93.0,8.3,280.0
UFC Undisputed 2010,X360,2010.0,Fighting,THQ,1.32,84.0,6.7,80.0
World of Warcraft: Wrath of the Lich King,PC,2008.0,Role-Playing,Activision,1.32,91.0,7.5,930.0
NFL 2K3,PS2,2002.0,Sports,Atari,1.32,93.0,7.4,25.0
Assassin's Creed III: Liberation,PSV,2012.0,Action,Ubisoft,1.32,70.0,7.2,318.0
Your Shape: Fitness Evolved,X360,2010.0,Sports,Ubisoft,1.32,73.0,7.5,25.0
Need for Speed Underground Rivals,PSP,2005.0,Racing,Electronic Arts,1.32,74.0,8.5,38.0
Rage,PS3,2011.0,Shooter,Bethesda Softworks,1.31,81.0,6.2,353.0
LEGO Harry Potter: Years 1-4,PS3,2010.0,Action,Warner Bros. Interactive Entertainment,1.31,79.0,8.0,52.0
Madagascar,PS2,2005.0,Platform,Activision,1.31,69.0,7.4,25.0
The Witcher 3: Wild Hunt,XOne,2015.0,Role-Playing,Namco Bandai Games,1.31,91.0,9.2,3963.0
Turok: Evolution,PS2,2002.0,Shooter,Acclaim Entertainment,1.31,61.0,7.3,27.0
[Prototype],X360,2009.0,Action,Activision,1.31,78.0,7.8,356.0
Burnout 3: Takedown,XB,2004.0,Racing,Electronic Arts,1.31,94.0,7.2,139.0
The Beatles: Rock Band,X360,2009.0,Misc,MTV Games,1.3,89.0,8.6,127.0
NBA Live 07,PS2,2006.0,Sports,Electronic Arts,1.3,63.0,6.0,39.0
Yoshi's Woolly World,WiiU,2015.0,Platform,Nintendo,1.3,78.0,8.5,376.0
Skylanders Giants,X360,2012.0,Action,Activision,1.3,80.0,6.6,38.0
SingStar '80s,PS2,2005.0,Misc,Sony Computer Entertainment,1.3,78.0,8.3,6.0
Tekken 6,X360,2009.0,Fighting,Namco Bandai Games,1.3,80.0,7.0,132.0
Assassin's Creed Syndicate,XOne,2015.0,Action,Ubisoft,1.3,78.0,6.1,402.0
Pokemon Ranger: Guardian Signs,DS,2010.0,Role-Playing,Nintendo,1.29,68.0,8.2,25.0
LEGO Batman: The Videogame,PS3,2008.0,Action,Warner Bros. Interactive Entertainment,1.29,75.0,7.7,33.0
Crysis 2,PS3,2011.0,Action,Electronic Arts,1.29,85.0,7.2,406.0
Pirates of the Caribbean: The Curse of the Black Pearl,GBA,2003.0,Platform,TDK Mediactive,1.29,49.0,6.2,5.0
Namco Museum DS,DS,2007.0,Misc,Atari,1.29,67.0,5.9,8.0
Deal or No Deal,Wii,2009.0,Misc,Zoo Games,1.29,56.0,5.0,5.0
Transformers,PS2,2004.0,Shooter,Atari,1.29,75.0,8.6,27.0
Dying Light,XOne,2015.0,Action,Warner Bros. Interactive Entertainment,1.29,74.0,7.8,387.0
Fallout 4,PC,2015.0,Role-Playing,Bethesda Softworks,1.29,84.0,5.4,7512.0
Sonic Colors,DS,2010.0,Platform,Sega,1.29,79.0,7.9,66.0
Assassin's Creed: Rogue,PS3,2014.0,Action,Ubisoft,1.29,72.0,7.5,292.0
EA Playground,Wii,2007.0,Sports,Electronic Arts,1.29,66.0,7.6,30.0
The Elder Scrolls Online,XOne,2015.0,Role-Playing,Bethesda Softworks,1.28,77.0,8.4,613.0
Champions of Norrath,PS2,2004.0,Role-Playing,Sony Oznline Entertainment,1.28,85.0,8.4,57.0
Manhunt,PS2,2003.0,Action,Take-Two Interactive,1.28,76.0,8.3,136.0
Need for Speed Carbon,Wii,2006.0,Racing,Electronic Arts,1.28,67.0,7.3,26.0
Silent Hill 2,PS2,2001.0,Action,Konami Digital Entertainment,1.28,89.0,8.9,557.0
Castlevania: Symphony of the Night,PS,1997.0,Platform,Konami Digital Entertainment,1.27,93.0,9.4,358.0
Guitar Hero: Aerosmith,Wii,2008.0,Misc,Activision,1.27,73.0,7.2,19.0
The LEGO Movie Videogame,X360,2014.0,Action,Warner Bros. Interactive Entertainment,1.27,69.0,7.2,26.0
The Sims 2: Nightlife,PC,2005.0,Simulation,Electronic Arts,1.27,76.0,6.6,71.0
Dark Souls II,PS3,2014.0,Role-Playing,Namco Bandai Games,1.27,91.0,8.1,1107.0
Kid Icarus: Uprising,3DS,2012.0,Action,Nintendo,1.27,83.0,8.7,487.0
Pokemon Mystery Dungeon: Gates to Infinity,3DS,2012.0,Role-Playing,Nintendo,1.27,59.0,6.3,134.0
LEGO Batman: The Videogame,PS2,2008.0,Action,Warner Bros. Interactive Entertainment,1.27,77.0,8.9,17.0
NBA 2K9,X360,2008.0,Sports,Take-Two Interactive,1.27,84.0,7.2,44.0
Tony Hawk's Underground,XB,2003.0,Sports,Activision,1.27,85.0,9.1,26.0
Metal Gear Solid V: Ground Zeroes,PS4,2014.0,Action,Konami Digital Entertainment,1.27,75.0,6.2,1311.0
.hack//Infection Part 1,PS2,2002.0,Role-Playing,Atari,1.27,75.0,8.5,60.0
Jillian Michaels' Fitness Ultimatum 2009,Wii,2008.0,Sports,Deep Silver,1.27,30.0,2.0,23.0
Valkyria Chronicles,PS3,2008.0,Role-Playing,Sega,1.27,86.0,8.6,433.0
WWE '12,X360,2011.0,Fighting,THQ,1.27,71.0,6.3,89.0
Sonic Adventure DX: Director's Cut,GC,2003.0,Platform,Sega,1.27,57.0,7.9,139.0
Battle Arena Toshinden,PS,1994.0,Fighting,Sony Computer Entertainment,1.27,69.0,6.3,4.0
WWE '13,X360,2012.0,Action,THQ,1.27,78.0,8.0,110.0
Final Fantasy X / X-2 HD Remaster,PS3,2013.0,Role-Playing,Square Enix,1.27,85.0,8.5,332.0
Need for Speed Rivals,PS3,2013.0,Racing,Electronic Arts,1.27,80.0,4.9,123.0
EA Sports Active 2,Wii,2010.0,Sports,Electronic Arts,1.26,79.0,8.1,22.0
Rockstar Games presents Table Tennis,Wii,2007.0,Sports,Take-Two Interactive,1.26,68.0,5.8,21.0
Football Manager 2011,PC,2010.0,Sports,Sega,1.26,85.0,8.4,77.0
Tamagotchi Connection: Corner Shop,DS,2005.0,Simulation,Atari,1.26,59.0,7.7,6.0
Tomb Raider: Underworld,PS3,2008.0,Action,Eidos Interactive,1.26,75.0,7.2,166.0
LEGO Battles,DS,2009.0,Strategy,Warner Bros. Interactive Entertainment,1.25,65.0,8.9,51.0
NBA Live 2001,PS,2000.0,Sports,Electronic Arts,1.25,86.0,8.0,6.0
Saints Row IV,PS3,2013.0,Action,Deep Silver,1.25,76.0,6.3,278.0
Star Wars: The Force Unleashed,PS2,2008.0,Action,LucasArts,1.25,68.0,7.4,33.0
SOCOM: U.S. Navy SEALs Confrontation,PS3,2008.0,Shooter,Sony Computer Entertainment,1.25,63.0,6.9,223.0
Need for Speed: Most Wanted,X360,2005.0,Racing,Electronic Arts,1.25,83.0,8.5,134.0
Pokemon XD: Gale of Darkness,GC,2005.0,Role-Playing,Nintendo,1.25,64.0,8.3,74.0
Black,PS2,2006.0,Shooter,Electronic Arts,1.25,79.0,8.4,194.0
Tom Clancy's Rainbow Six: Vegas,PS3,2007.0,Shooter,Ubisoft,1.25,86.0,7.6,81.0
LittleBigPlanet PS Vita,PSV,2012.0,Platform,Sony Computer Entertainment,1.25,88.0,8.6,348.0
Pokemon Super Mystery Dungeon,3DS,2015.0,Role-Playing,Nintendo,1.25,69.0,8.8,190.0
RollerCoaster Tycoon 2,PC,2002.0,Strategy,Atari,1.25,74.0,8.5,135.0
Lara Croft Tomb Raider: The Angel of Darkness,PS2,2003.0,Action,Eidos Interactive,1.25,52.0,6.2,106.0
Tom Clancy's Splinter Cell: Pandora Tomorrow,PS2,2004.0,Action,Ubisoft,1.25,87.0,8.6,34.0
Ratchet: Deadlocked,PS2,2005.0,Shooter,Sony Computer Entertainment,1.24,81.0,8.9,155.0
Winter Sports: The Ultimate Challenge,Wii,2007.0,Sports,RTL,1.24,52.0,6.8,4.0
Baldur's Gate: Dark Alliance,PS2,2001.0,Role-Playing,Virgin Interactive,1.24,87.0,8.3,90.0
Oddworld: Abe's Oddysee,PS,1997.0,Platform,GT Interactive,1.24,85.0,9.0,96.0
Ridge Racer V,PS2,2000.0,Action,Namco Bandai Games,1.24,78.0,7.7,6.0
WWE SmackDown vs. Raw 2009,PS2,2008.0,Fighting,THQ,1.24,78.0,6.9,34.0
Star Wars Episode III: Revenge of the Sith,XB,2005.0,Action,Activision,1.24,61.0,8.1,54.0
[Prototype],PS3,2009.0,Action,Activision,1.24,79.0,7.7,308.0
FIFA Street,PS3,2012.0,Sports,Electronic Arts,1.23,76.0,6.4,66.0
Frogger: The Great Quest,PS2,2001.0,Platform,Konami Digital Entertainment,1.23,32.0,4.6,29.0
Madden NFL 17,XOne,2016.0,Sports,Electronic Arts,1.23,83.0,5.9,39.0
Ninja Gaiden,XB,2004.0,Action,Microsoft Game Studios,1.23,91.0,8.8,152.0
Crash Bandicoot: The Wrath of Cortex,XB,2002.0,Platform,Universal Interactive,1.23,70.0,8.1,19.0
Driv3r,PS2,2004.0,Racing,Atari,1.23,57.0,5.5,102.0
Assassin's Creed: Bloodlines,PSP,2009.0,Action,Ubisoft,1.23,63.0,7.2,69.0
LEGO The Lord of the Rings,X360,2012.0,Action,Warner Bros. Interactive Entertainment,1.23,80.0,8.5,73.0
Hyrule Warriors,WiiU,2014.0,Action,Nintendo,1.23,76.0,8.3,662.0
Donkey Kong Country 2,GBA,2004.0,Platform,Nintendo,1.23,80.0,9.1,37.0
Guitar Hero: Aerosmith,X360,2008.0,Misc,Activision,1.23,70.0,6.7,48.0
Need for Speed Carbon,PS3,2006.0,Racing,Electronic Arts,1.23,75.0,7.3,42.0
Ben 10: Protector of Earth,Wii,2007.0,Action,D3Publisher,1.23,63.0,7.7,9.0
2010 FIFA World Cup South Africa,PS3,2010.0,Sports,Electronic Arts,1.23,82.0,7.8,57.0
Tales of Xillia,PS3,2011.0,Role-Playing,Namco Bandai Games,1.22,78.0,8.2,468.0
Diddy Kong Racing DS,DS,2007.0,Racing,Nintendo,1.22,63.0,7.5,27.0
Mario Power Tennis,GC,2004.0,Sports,Nintendo,1.22,80.0,8.5,48.0
Golden Sun: The Lost Age,GBA,2002.0,Role-Playing,Nintendo,1.22,86.0,9.5,150.0
Max Payne,XB,2001.0,Shooter,Take-Two Interactive,1.22,89.0,8.3,61.0
NBA 2K2,PS2,2002.0,Sports,Sega,1.22,89.0,7.8,16.0
Cars,PS2,2006.0,Racing,THQ,1.21,71.0,8.4,12.0
Fuzion Frenzy,XB,2001.0,Misc,Microsoft Game Studios,1.21,70.0,6.9,16.0
Call of Duty: Finest Hour,XB,2004.0,Shooter,Activision,1.21,73.0,7.8,22.0
Final Fantasy IV,DS,2007.0,Simulation,Square Enix,1.21,85.0,7.7,164.0
Star Wars: Battlefront II,PSP,2005.0,Shooter,LucasArts,1.21,69.0,8.5,111.0
Super Street Fighter IV: 3D Edition,3DS,2011.0,Fighting,Capcom,1.21,85.0,8.1,206.0
Sly Cooper and the Thievius Raccoonus,PS2,2002.0,Platform,Sony Computer Entertainment,1.21,86.0,8.6,184.0
WWE 2K16,PS4,2015.0,Sports,Take-Two Interactive,1.21,73.0,7.4,237.0
Dino Crisis 2,PS,2000.0,Action,Virgin Interactive,1.21,86.0,9.0,91.0
Need for Speed Underground,GC,2003.0,Racing,Electronic Arts,1.21,83.0,9.0,45.0
Naruto Shippuden: Ultimate Ninja Storm 2,PS3,2010.0,Fighting,Namco Bandai Games,1.21,76.0,8.3,130.0
Medal of Honor: Airborne,PS3,2007.0,Shooter,Electronic Arts,1.21,75.0,7.6,39.0
Battlefield: Hardline,XOne,2015.0,Shooter,Electronic Arts,1.21,71.0,5.1,299.0
Bayonetta,PS3,2009.0,Action,Sega,1.21,87.0,7.7,355.0
Boom Blox,Wii,2008.0,Puzzle,Electronic Arts,1.21,85.0,8.6,105.0
The Lord of the Rings: The Fellowship of the Ring,PS2,2002.0,Action,Black Label Games,1.2,59.0,5.1,20.0
The Sims 2: Castaway,Wii,2007.0,Simulation,Electronic Arts,1.2,73.0,8.2,10.0
ATV Offroad Fury 3,PS2,2004.0,Racing,SouthPeak Games,1.2,78.0,8.4,16.0
F1 2011,PS3,2011.0,Racing,Codemasters,1.2,82.0,7.1,55.0
Pikmin 2,GC,2004.0,Strategy,Nintendo,1.2,90.0,9.1,137.0
Enter the Matrix,XB,2003.0,Action,Atari,1.2,65.0,7.1,75.0
Cars,PSP,2006.0,Racing,THQ,1.2,70.0,7.0,4.0
NHL 2002,PS2,2001.0,Sports,Electronic Arts,1.2,92.0,8.5,26.0
FIFA Soccer 11,PSP,2010.0,Sports,Electronic Arts,1.2,68.0,5.4,9.0
The Simpsons: Road Rage,GBA,2003.0,Racing,THQ,1.19,55.0,6.8,9.0
LEGO Batman 2: DC Super Heroes,PS3,2012.0,Action,Warner Bros. Interactive Entertainment,1.19,81.0,7.5,81.0
Captain Toad: Treasure Tracker,WiiU,2014.0,Puzzle,Nintendo,1.19,81.0,8.6,377.0
SpongeBob SquarePants: Revenge of the Flying Dutchman,GBA,2002.0,Platform,THQ,1.19,71.0,7.7,7.0
Pro Evolution Soccer 2008,Wii,2008.0,Sports,Konami Digital Entertainment,1.19,83.0,8.4,43.0
Destiny: The Taken King,XOne,2015.0,Shooter,Activision,1.19,89.0,5.2,393.0
Scarface: The World is Yours,PS2,2006.0,Action,Vivendi Games,1.19,75.0,8.6,113.0
WWE SmackDown vs Raw 2008,PSP,2007.0,Fighting,THQ,1.19,68.0,7.8,15.0
Spider-Man: The Movie,GC,2002.0,Action,Activision,1.19,76.0,7.3,11.0
Mario vs. Donkey Kong 2: March of the Minis,DS,2006.0,Puzzle,Nintendo,1.19,76.0,7.9,17.0
Metal Gear Solid: Portable Ops,PSP,2006.0,Action,Konami Digital Entertainment,1.18,87.0,8.2,147.0
Injustice: Gods Among Us,PS3,2013.0,Fighting,Warner Bros. Interactive Entertainment,1.18,78.0,7.9,282.0
Shenmue,DC,1999.0,Adventure,Sega,1.18,88.0,9.4,201.0
Just Dance 4,X360,2012.0,Misc,Ubisoft,1.18,77.0,7.7,36.0
Tony Hawk's Pro Skater 2,GBA,2001.0,Sports,Activision,1.18,95.0,7.5,22.0
One Piece: Pirate Warriors,PS3,2012.0,Action,Namco Bandai Games,1.18,64.0,6.5,55.0
Gun,PS2,2005.0,Shooter,Activision,1.17,77.0,8.7,70.0
Ty the Tasmanian Tiger,PS2,2002.0,Platform,Electronic Arts,1.17,70.0,8.8,60.0
Resident Evil: Operation Raccoon City,PS3,2012.0,Action,Capcom,1.17,52.0,4.9,222.0
LEGO Indiana Jones: The Original Adventures,PSP,2008.0,Action,LucasArts,1.17,76.0,7.6,11.0
PokéPark Wii: Pikachu's Adventure,Wii,2009.0,Adventure,Nintendo,1.17,62.0,7.2,36.0
WWE '12,PS3,2011.0,Fighting,THQ,1.17,72.0,6.9,80.0
Cabela's Dangerous Hunts,PS2,2003.0,Sports,Zoo Digital Publishing,1.17,57.0,8.4,37.0
Grand Theft Auto V,PC,2015.0,Action,Take-Two Interactive,1.17,96.0,7.9,3756.0
Fallout: New Vegas,PC,2010.0,Role-Playing,Bethesda Softworks,1.17,84.0,8.6,2754.0
WWE SmackDown vs. Raw 2010,PS3,2009.0,Fighting,THQ,1.17,81.0,8.1,55.0
Medal of Honor: Rising Sun,XB,2003.0,Shooter,Electronic Arts,1.17,65.0,5.8,28.0
Army of Two,PS3,2008.0,Shooter,Electronic Arts,1.17,74.0,7.3,118.0
Spore,PC,2008.0,Strategy,Electronic Arts,1.17,84.0,5.3,1711.0
Mario vs. Donkey Kong,GBA,2004.0,Puzzle,Nintendo,1.17,81.0,8.0,31.0
LEGO Star Wars III: The Clone Wars,PS3,2011.0,Action,LucasArts,1.16,76.0,7.3,34.0
Midnight Club 3: DUB Edition Remix,PS2,2006.0,Racing,Take-Two Interactive,1.16,85.0,8.9,53.0
Tom Clancy's Ghost Recon: Jungle Storm,PS2,2004.0,Shooter,Ubisoft,1.16,70.0,6.3,24.0
Bushido Blade,PS,1997.0,Fighting,Sony Computer Entertainment,1.16,83.0,7.9,16.0
Mirror's Edge,X360,2008.0,Platform,Electronic Arts,1.16,79.0,7.6,328.0
Sonic the Hedgehog,PS3,2006.0,Platform,Sega,1.16,43.0,4.1,176.0
NASCAR Thunder 2002,PS2,2001.0,Racing,Electronic Arts,1.16,85.0,8.5,22.0
Your Shape: Fitness Evolved 2012,X360,2011.0,Sports,Ubisoft,1.16,77.0,7.6,21.0
FIFA 14,XOne,2013.0,Sports,Electronic Arts,1.16,88.0,5.8,328.0
Final Fantasy Tactics: The War of the Lions,PSP,2007.0,Role-Playing,Square Enix,1.16,88.0,8.0,238.0
Sniper: Ghost Warrior,X360,2010.0,Shooter,City Interactive,1.16,45.0,5.8,89.0
Sonic Rush Adventure,DS,2007.0,Platform,Sega,1.15,78.0,8.2,66.0
Worldwide Soccer Manager 2009,PC,2008.0,Simulation,Sega,1.15,83.0,8.1,30.0
Gauntlet: Dark Legacy,PS2,2001.0,Action,Midway Games,1.15,73.0,8.3,30.0
Medal of Honor Heroes 2,PSP,2007.0,Shooter,Electronic Arts,1.15,69.0,7.3,30.0
Bad Boys: Miami Takedown,PS2,2004.0,Shooter,Empire Interactive,1.15,43.0,3.4,13.0
Football Manager 2013,PC,2012.0,Sports,Sega,1.15,86.0,6.7,228.0
Medal of Honor: Warfighter,X360,2012.0,Action,Electronic Arts,1.15,53.0,5.4,437.0
FIFA Soccer 10,PSP,2009.0,Sports,Electronic Arts,1.15,83.0,7.9,14.0
Donkey Konga,GC,2003.0,Misc,Nintendo,1.15,76.0,8.3,21.0
Call of Duty 4: Modern Warfare,PC,2007.0,Shooter,Activision,1.15,92.0,8.5,2360.0
Tak and the Power of Juju,PS2,2003.0,Platform,THQ,1.15,68.0,9.0,28.0
WWE 2K15,PS4,2014.0,Sports,Take-Two Interactive,1.15,62.0,5.1,164.0
Tenchu: Wrath of Heaven,PS2,2003.0,Action,Activision,1.14,79.0,8.4,38.0
Shadow of the Colossus,PS2,2005.0,Action,Sony Computer Entertainment,1.14,91.0,9.1,933.0
Brave Fencer Musashi,PS,1998.0,Role-Playing,SquareSoft,1.14,81.0,8.5,17.0
Ninja Gaiden Sigma,PS3,2007.0,Action,Eidos Interactive,1.14,88.0,7.5,155.0
WWE 2K14,PS3,2013.0,Sports,Take-Two Interactive,1.14,74.0,7.5,121.0
Pokemon Rumble Blast,3DS,2011.0,Action,Nintendo,1.14,56.0,7.1,50.0
007: Quantum of Solace,PS3,2008.0,Action,Activision,1.14,65.0,6.6,47.0
Dance Dance Revolution Extreme 2,PS2,2005.0,Simulation,Konami Digital Entertainment,1.14,76.0,9.0,21.0
The Lord of the Rings: The Return of the King,XB,2003.0,Action,Electronic Arts,1.14,84.0,9.1,31.0
Hot Shots Golf: Out of Bounds,PS3,2007.0,Sports,Sony Computer Entertainment,1.14,81.0,8.8,32.0
Sunset Overdrive,XOne,2014.0,Shooter,Microsoft Game Studios,1.14,81.0,7.7,1137.0
Mobile Suit Gundam: Federation vs. Zeon,PS2,2001.0,Simulation,Atari,1.14,73.0,8.8,32.0
Naruto Shippuden: Ultimate Ninja Storm 4,PS4,2016.0,Fighting,Namco Bandai Games,1.14,79.0,8.2,201.0
MechAssault,XB,2002.0,Simulation,Microsoft Game Studios,1.13,87.0,8.0,47.0
Cars,GBA,2006.0,Racing,THQ,1.13,50.0,4.7,6.0
Watch Dogs 2,PS4,2016.0,Action,Ubisoft,1.13,83.0,7.8,621.0
LEGO Star Wars III: The Clone Wars,3DS,2011.0,Action,LucasArts,1.13,67.0,6.1,31.0
Tom Clancy's Rainbow Six 3: Black Arrow,XB,2004.0,Shooter,Ubisoft,1.13,84.0,8.6,14.0
Mirror's Edge,PS3,2008.0,Platform,Electronic Arts,1.13,79.0,7.8,362.0
Guitar Hero 5,X360,2009.0,Misc,Activision,1.13,85.0,6.8,108.0
Alien: Isolation,PS4,2014.0,Shooter,Sega,1.13,79.0,8.1,795.0
Fantasy Life,3DS,2012.0,Role-Playing,Nintendo,1.13,73.0,8.6,209.0
SingStar,PS3,2007.0,Misc,Sony Computer Entertainment,1.13,82.0,5.9,15.0
The Legend of Zelda: Tri Force Heroes,3DS,2015.0,Action,Nintendo,1.12,73.0,7.6,179.0
Supercar Street Challenge,PS2,2001.0,Racing,Activision,1.12,57.0,7.6,9.0
Rabbids Go Home,Wii,2009.0,Platform,Ubisoft,1.12,78.0,8.3,32.0
ModNation Racers,PS3,2010.0,Racing,Sony Computer Entertainment,1.12,82.0,8.4,201.0
SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,2005.0,Shooter,Sony Computer Entertainment,1.12,82.0,8.6,63.0
Rocksmith,PS3,2011.0,Misc,Ubisoft,1.12,80.0,8.3,52.0
Call Of Duty 2: Big Red One,XB,2005.0,Shooter,Activision,1.12,78.0,5.1,27.0
Rocksmith,X360,2011.0,Misc,Ubisoft,1.12,77.0,8.2,62.0
Guitar Hero 5,PS2,2009.0,Misc,Activision,1.12,71.0,2.6,10.0
Worldwide Soccer Manager 2008,PC,2007.0,Sports,Russel,1.12,86.0,8.0,19.0
