Name,Platform,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,User_Score,User_Count
Worms Forts: Under Siege,XB,2004.0,Strategy,Sega,0.07,67.0,8.0,6.0
Full Spectrum Warrior: Ten Hammers,PS2,2006.0,Strategy,THQ,0.07,71.0,8.0,5.0
Natural Doctrine,PSV,2014.0,Role-Playing,Nippon Ichi Software,0.07,60.0,7.5,29.0
Prince of Persia: The Fallen King,DS,2008.0,Action,Ubisoft,0.07,64.0,6.0,9.0
NHL Hitz Pro,XB,2003.0,Sports,Midway Games,0.07,81.0,8.8,12.0
Broken Sword 5: The Serpent's Curse,PS4,2015.0,Adventure,Revolution Software,0.07,72.0,7.2,23.0
Alan Wake,PC,2012.0,Action,Nordic Games,0.06,83.0,8.0,1473.0
Risen 3: Titan Lords,X360,2014.0,Role-Playing,Deep Silver,0.06,44.0,4.4,69.0
Steambot Chronicles: Battle Tournament,PSP,2008.0,Fighting,Irem Software Engineering,0.06,54.0,6.3,8.0
Wings of War,XB,2004.0,Simulation,Take-Two Interactive,0.06,62.0,5.0,5.0
187: Ride or Die,XB,2005.0,Racing,Ubisoft,0.06,51.0,6.9,8.0
RPG Maker 3,PS2,2004.0,Role-Playing,Enterbrain,0.06,69.0,7.9,14.0
Kabuki Warriors,XB,2001.0,Action,Genki,0.06,32.0,2.5,12.0
World Poker Tour,XB,2005.0,Misc,Take-Two Interactive,0.06,63.0,7.8,4.0
Age of Empires III: The Asian Dynasties,PC,2007.0,Strategy,Microsoft Game Studios,0.06,81.0,8.5,71.0
IL-2 Sturmovik: Birds of Prey,DS,2009.0,Simulation,505 Games,0.06,41.0,2.4,5.0
NanoBreaker,PS2,2005.0,Action,Konami Digital Entertainment,0.06,51.0,6.7,11.0
Bionicle,XB,2003.0,Action,Electronic Arts,0.06,49.0,1.5,4.0
GRID 2,PC,2013.0,Racing,Codemasters,0.06,80.0,5.7,571.0
Criminal Girls: Invite Only,PSV,2013.0,Role-Playing,Nippon Ichi Software,0.06,55.0,6.7,37.0
Miami Vice: The Game,PSP,2006.0,Shooter,Activision,0.06,63.0,7.0,12.0
Samurai Warriors Chronicles 3,PSV,2014.0,Action,Tecmo Koei,0.06,70.0,7.9,14.0
BMX XXX,GC,2002.0,Sports,Acclaim Entertainment,0.06,60.0,5.0,7.0
One Piece: Unlimited World Red,WiiU,2014.0,Action,Namco Bandai Games,0.06,66.0,7.8,43.0
Aggressive Inline,XB,2002.0,Sports,Acclaim Entertainment,0.06,85.0,7.7,7.0
Insecticide,DS,2008.0,Action,Gamecock,0.06,55.0,7.0,5.0
XGRA: Extreme G Racing Association,PS2,2003.0,Racing,Acclaim Entertainment,0.06,68.0,8.6,8.0
Mario vs. Donkey Kong: Tipping Stars,3DS,2015.0,Puzzle,Nintendo,0.06,70.0,7.5,48.0
Tournament of Legends,Wii,2010.0,Fighting,Sega,0.06,45.0,6.9,11.0
Escape from Bug Island,Wii,2006.0,Action,Eidos Interactive,0.06,37.0,5.0,25.0
Gradius Collection,PSP,2006.0,Shooter,Konami Digital Entertainment,0.06,76.0,8.5,4.0
Fist of the North Star: Ken's Rage 2,X360,2012.0,Fighting,Tecmo Koei,0.06,55.0,7.1,20.0
Gallop Racer 2004,PS2,2004.0,Sports,Zoo Digital Publishing,0.06,70.0,8.7,12.0
Mobile Suit Gundam Seed: Never Ending Tomorrow,PS2,2004.0,Shooter,Namco Bandai Games,0.06,45.0,7.8,10.0
F1 2001,XB,2001.0,Racing,Electronic Arts,0.06,83.0,5.5,8.0
Crimson Gem Saga,PSP,2008.0,Role-Playing,Sega,0.06,78.0,7.5,30.0
Monster Tale,DS,2011.0,Platform,Majesco Entertainment,0.06,79.0,8.0,15.0
Legend of the Dragon,Wii,2007.0,Fighting,Game Factory,0.06,37.0,4.8,5.0
Cel Damage,GC,2002.0,Racing,Electronic Arts,0.06,67.0,6.8,11.0
Mirror's Edge Catalyst,PC,2016.0,Platform,Electronic Arts,0.06,74.0,4.4,606.0
Arc the Lad: End of Darkness,PS2,2004.0,Role-Playing,Sony Computer Entertainment,0.06,59.0,4.2,10.0
Tom Clancy's Splinter Cell: Pandora Tomorrow,GBA,2004.0,Action,Ubisoft,0.06,68.0,6.2,6.0
Tokobot,PSP,2005.0,Platform,Take-Two Interactive,0.06,72.0,7.3,8.0
Land of the Dead: Road to Fiddler's Green,XB,2005.0,Shooter,Groove Games,0.06,32.0,5.8,10.0
Assetto Corsa,PS4,2016.0,Racing,505 Games,0.06,73.0,6.2,70.0
NHL 2K9,Wii,2008.0,Sports,Take-Two Interactive,0.06,65.0,5.4,19.0
"Warhammer 40,000: Squad Command",DS,2007.0,Strategy,THQ,0.06,57.0,7.9,16.0
One Piece: Burning Blood,XOne,2016.0,Fighting,Namco Bandai Games,0.06,60.0,5.8,12.0
TrackMania Turbo,XOne,2016.0,Action,Ubisoft,0.06,76.0,7.7,27.0
Pro Evolution Soccer 2015,PC,2014.0,Sports,Konami Digital Entertainment,0.06,82.0,5.8,173.0
Zero Escape: Zero Time Dilemma,PSV,2016.0,Adventure,Aksys Games,0.06,83.0,8.3,116.0
Bionicle Heroes,DS,2006.0,Shooter,Eidos Interactive,0.06,72.0,6.4,15.0
Mystic Heroes,PS2,2002.0,Action,Tecmo Koei,0.06,67.0,8.6,14.0
Jurassic Park III: Park Builder,GBA,2001.0,Simulation,Konami Digital Entertainment,0.06,65.0,8.0,5.0
Unchained Blades ,PSP,2011.0,Role-Playing,FuRyu,0.06,61.0,7.5,15.0
Showtime Championship Boxing,Wii,2007.0,Fighting,Zoo Digital Publishing,0.06,35.0,4.7,10.0
Bomberman Land,PSP,2007.0,Misc,Hudson Entertainment,0.06,55.0,7.8,4.0
Steins;Gate,PS3,2012.0,Adventure,PQube,0.06,83.0,8.7,51.0
Nights of Azure,PS4,2015.0,Action,Tecmo Koei,0.06,67.0,7.6,71.0
Age of Empires Online,PC,2011.0,Strategy,Microsoft Game Studios,0.06,70.0,5.6,186.0
Earth Defense Force 2017 Portable,PSV,2012.0,Action,D3Publisher,0.06,68.0,7.9,31.0
Atelier Iris 2: The Azoth Of Destiny,PS2,2005.0,Role-Playing,Tecmo Koei,0.06,68.0,7.8,14.0
From The Abyss,DS,2008.0,Role-Playing,Nobilis,0.06,59.0,8.0,5.0
The LEGO Movie Videogame,PC,2014.0,Action,Warner Bros. Interactive Entertainment,0.06,68.0,6.8,33.0
DuckTales: Remastered,WiiU,2013.0,Action,Capcom,0.06,76.0,7.9,100.0
Giants: Citizen Kabuto,PS2,2001.0,Shooter,Interplay,0.06,79.0,6.9,8.0
MX vs. ATV Supercross,X360,2014.0,Racing,Nordic Games,0.06,48.0,4.8,14.0
Grand Kingdom,PSV,2015.0,Role-Playing,Nippon Ichi Software,0.06,76.0,8.8,33.0
LEGO Batman: The Videogame,PC,2008.0,Action,Warner Bros. Interactive Entertainment,0.06,80.0,7.8,61.0
Alone in the Dark,PS2,2008.0,Adventure,Atari,0.06,47.0,5.4,24.0
Muppets Party Cruise,PS2,2003.0,Misc,TDK Mediactive,0.06,61.0,8.0,6.0
Earth Defense Force 4.1: The Shadow of New Despair,PS4,2015.0,Shooter,Xseed Games,0.06,64.0,7.9,51.0
Cold Fear,XB,2005.0,Action,Ubisoft,0.06,71.0,7.6,20.0
The Technomancer,PS4,2016.0,Role-Playing,Focus Home Interactive,0.06,60.0,6.7,116.0
Theme Park,DS,2007.0,Simulation,Electronic Arts,0.06,72.0,7.6,14.0
Call of Cthulhu: Dark Corners of the Earth,XB,2005.0,Adventure,Take-Two Interactive,0.06,77.0,8.1,37.0
Blur,PC,2010.0,Racing,Activision,0.06,81.0,7.4,177.0
The Next BIG Thing,PC,2011.0,Adventure,Focus Home Interactive,0.06,75.0,7.9,35.0
Alien Syndrome,Wii,2007.0,Role-Playing,Sega,0.06,48.0,7.1,23.0
Vexx,GC,2003.0,Platform,Acclaim Entertainment,0.06,71.0,7.3,6.0
Secret Files: Tunguska,Wii,2008.0,Adventure,Koch Media,0.06,65.0,7.6,8.0
Unreal Tournament III,PC,2007.0,Shooter,Midway Games,0.06,83.0,8.0,523.0
Disney Sports Skateboarding,GC,2002.0,Sports,Konami Digital Entertainment,0.06,36.0,4.7,6.0
Terminator 3: The Redemption,XB,2004.0,Shooter,Atari,0.06,66.0,8.6,5.0
Arkanoid DS,DS,2007.0,Puzzle,Square Enix,0.06,61.0,7.0,5.0
Call of Duty 2,PC,2005.0,Shooter,Activision,0.06,86.0,8.4,626.0
Big Bang Mini,DS,2009.0,Shooter,SouthPeak Games,0.06,78.0,8.2,26.0
Serious Sam II,XB,2005.0,Shooter,Take-Two Interactive,0.06,72.0,6.7,11.0
Song of the Deep,XOne,2016.0,Action,Insomniac Games,0.06,66.0,6.9,20.0
Dead Rising 2: Off the Record,PC,2011.0,Action,Capcom,0.06,66.0,5.3,54.0
Flipnic: Ultimate Pinball,PS2,2003.0,Misc,Ubisoft,0.06,64.0,8.1,12.0
The Witcher,PC,2007.0,Role-Playing,Atari,0.06,81.0,8.8,1116.0
Coded Arms: Contagion,PSP,2007.0,Shooter,Konami Digital Entertainment,0.06,56.0,6.6,28.0
S.T.A.L.K.E.R.: Call of Pripyat,PC,2009.0,Shooter,Namco Bandai Games,0.06,80.0,8.7,602.0
Create,PC,2010.0,Action,Electronic Arts,0.06,54.0,6.8,9.0
Commandos: Strike Force,PS2,2006.0,Shooter,Eidos Interactive,0.06,58.0,8.5,11.0
Mobile Suit Gundam: Gundam vs. Zeta Gundam,PS2,2004.0,Shooter,Namco Bandai Games,0.06,57.0,8.6,11.0
Guilty Gear X: Advance Edition,GBA,2002.0,Fighting,Sammy Corporation,0.06,67.0,5.9,10.0
Warriors of the Lost Empire,PSP,2007.0,Role-Playing,Mercury Games,0.06,52.0,7.4,12.0
Devil's Third,WiiU,2015.0,Action,Nintendo,0.06,43.0,6.5,283.0
Star Trek: Tactical Assault,DS,2006.0,Strategy,Ubisoft,0.06,63.0,7.0,10.0
Oddworld: Munch's Oddysee,GBA,2003.0,Platform,THQ,0.06,44.0,2.5,4.0
Broken Sword: The Shadow of the Templars,GBA,2002.0,Adventure,BAM! Entertainment,0.06,80.0,7.8,10.0
Resident Evil - Code: Veronica X,GC,2003.0,Action,Capcom,0.06,62.0,8.5,32.0
Trapt,PS2,2005.0,Action,Tecmo Koei,0.06,60.0,7.9,14.0
Lord of Magna: Maiden Heaven,3DS,2014.0,Role-Playing,Marvelous Entertainment,0.06,68.0,7.8,36.0
Worms 3D,XB,2003.0,Strategy,Sega,0.06,69.0,8.4,10.0
PoPoLoCrois,PSP,2005.0,Role-Playing,Ignition Entertainment,0.06,66.0,7.4,17.0
Dragon Rage,PS2,2001.0,Shooter,3DO,0.06,50.0,6.4,9.0
Theresia...,DS,2008.0,Adventure,Arc System Works,0.06,61.0,8.0,8.0
Sacred 2: Fallen Angel,PC,2008.0,Role-Playing,Ascaron Entertainment GmbH,0.06,71.0,6.9,203.0
Adventure Time: The Secret of the Nameless Kingdom,X360,2014.0,Action,Little Orbit,0.06,58.0,7.5,4.0
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,2005.0,Action,Konami Digital Entertainment,0.06,58.0,7.0,5.0
Jumper: Griffin's Story,X360,2008.0,Action,Eidos Interactive,0.06,29.0,3.3,30.0
Tron 2.0: Killer App,XB,2004.0,Action,Disney Interactive Studios,0.06,69.0,4.3,4.0
The Fast and the Furious,PS2,2006.0,Racing,Namco Bandai Games,0.06,59.0,6.6,24.0
Vampire Rain: Altered Species,PS3,2008.0,Action,Ignition Entertainment,0.06,30.0,3.5,36.0
The History Channel: Battle for the Pacific,X360,2007.0,Shooter,Activision,0.06,35.0,6.1,21.0
Racing Gears Advance,GBA,2004.0,Racing,Zoo Digital Publishing,0.06,83.0,8.9,9.0
Toy Soldiers: War Chest,XOne,2015.0,Action,Ubisoft,0.06,60.0,8.4,50.0
Inversion,X360,2012.0,Shooter,Namco Bandai Games,0.06,53.0,6.5,72.0
Need for Speed: Shift,PC,2009.0,Racing,Electronic Arts,0.06,83.0,5.8,387.0
Mercury Meltdown,PSP,2006.0,Action,Atari,0.06,78.0,7.8,8.0
Exist Archive: The Other Side of the Sky,PSV,2015.0,Role-Playing,Aksys Games,0.06,71.0,8.3,12.0
Zoo Tycoon 2,PC,2004.0,Strategy,Microsoft Game Studios,0.06,72.0,8.1,43.0
Brave: A Warrior's Tale,X360,2009.0,Action,SouthPeak Games,0.06,42.0,5.0,4.0
Fatal Frame,XB,2002.0,Action,Tecmo Koei,0.06,77.0,8.6,16.0
Urban Chaos: Riot Response,PS2,2006.0,Shooter,Eidos Interactive,0.06,73.0,7.8,24.0
Tom Clancy's Ghost Recon: Advanced Warfighter,PS2,2006.0,Shooter,Ubisoft,0.06,44.0,4.6,41.0
Ivy the Kiwi?,Wii,2010.0,Puzzle,Rising Star Games,0.06,74.0,7.2,12.0
Resident Evil 2,GC,2003.0,Action,Capcom,0.06,59.0,8.5,31.0
Catwoman,XB,2004.0,Action,Electronic Arts,0.06,45.0,4.6,5.0
Top Gun: Hard Lock,X360,2012.0,Action,505 Games,0.06,54.0,3.5,16.0
Warriors Orochi 2,X360,2008.0,Action,Tecmo Koei,0.06,44.0,8.1,15.0
Mana Khemia: Alchemists of Al-Revis,PS2,2007.0,Role-Playing,Nippon Ichi Software,0.06,69.0,7.5,41.0
Street Fighter V,PC,2016.0,Fighting,Capcom,0.06,74.0,2.9,431.0
Zone of the Enders: The Fist of Mars,GBA,2001.0,Role-Playing,Konami Digital Entertainment,0.06,71.0,9.0,9.0
MX vs. ATV Supercross Encore,PS4,2015.0,Sports,Nordic Games,0.06,42.0,4.1,9.0
Gun Showdown,PSP,2006.0,Action,Activision,0.06,73.0,7.6,9.0
Tiger Woods PGA Tour 08,DS,2007.0,Sports,Electronic Arts,0.06,81.0,7.6,8.0
Constantine,XB,2005.0,Action,SCi,0.06,60.0,7.1,17.0
Tom Clancy's Splinter Cell: Double Agent,GC,2006.0,Action,Ubisoft,0.06,64.0,7.1,7.0
Samurai Shodown Anthology,Wii,2008.0,Fighting,Ignition Entertainment,0.06,74.0,8.2,5.0
S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,2007.0,Shooter,THQ,0.06,82.0,8.4,1088.0
Nanostray,DS,2005.0,Shooter,Majesco Entertainment,0.06,71.0,7.7,19.0
Samurai Jack: The Shadow of Aku,PS2,2004.0,Action,Sega,0.06,59.0,8.4,10.0
Tropico 5,X360,2014.0,Simulation,Kalypso Media,0.06,71.0,7.2,9.0
Rugby World Cup 2015,PS4,2015.0,Sports,Ubisoft,0.06,25.0,1.9,39.0
Lost Kingdoms II,GC,2003.0,Role-Playing,Activision,0.06,68.0,9.1,14.0
Aggressive Inline,GC,2002.0,Sports,Acclaim Entertainment,0.06,88.0,7.8,5.0
Viewtiful Joe: Red Hot Rumble,GC,2005.0,Action,Capcom,0.06,62.0,6.9,8.0
Blade Dancer: Lineage of Light,PSP,2006.0,Role-Playing,Atari,0.06,60.0,6.9,16.0
X-Men: Destiny,DS,2011.0,Action,Activision,0.06,33.0,5.6,7.0
The Sims 2: University,PC,2005.0,Simulation,Electronic Arts,0.06,81.0,7.8,49.0
Generation of Chaos,PSP,2005.0,Role-Playing,Midas Interactive Entertainment,0.06,60.0,7.7,18.0
Pump It Up: Exceed,PS2,2005.0,Misc,Mastiff,0.06,73.0,8.4,11.0
Tokyo Twilight Ghost Hunters,PS3,2014.0,Role-Playing,Aksys Games,0.06,64.0,6.4,17.0
MotorStorm RC,PSV,2012.0,Racing,Sony Computer Entertainment,0.06,78.0,6.8,123.0
Harry Potter and the Sorcerer's Stone,PC,2001.0,Action,Electronic Arts,0.06,65.0,7.8,76.0
Scurge: Hive,DS,2006.0,Action,SouthPeak Games,0.06,70.0,8.6,5.0
Remember Me,PC,2013.0,Action,Capcom,0.06,65.0,7.4,1007.0
NBA Live 07,XB,2006.0,Sports,Electronic Arts,0.06,69.0,6.8,13.0
Ride to Hell,X360,2013.0,Racing,Deep Silver,0.06,19.0,1.3,433.0
The Saboteur,PC,2009.0,Action,Electronic Arts,0.06,76.0,8.0,236.0
Hail to the Chimp,X360,2008.0,Misc,Gamecock,0.06,52.0,6.1,7.0
Tom Clancy's Rainbow Six 3,GC,2004.0,Shooter,Ubisoft,0.06,68.0,8.2,5.0
Rocket League,PC,2016.0,Sports,505 Games,0.06,86.0,8.2,580.0
V-Rally 3,PS2,2002.0,Racing,Atari,0.06,82.0,7.4,14.0
Mirror's Edge,PC,2009.0,Platform,Electronic Arts,0.06,81.0,8.1,1026.0
Titan Quest,PC,2006.0,Role-Playing,THQ,0.06,77.0,8.1,387.0
Amazing Island,GC,2004.0,Strategy,Sega,0.06,59.0,6.6,7.0
Izuna 2: The Unemployed Ninja Returns,DS,2007.0,Role-Playing,Success,0.06,65.0,7.9,13.0
Gothic 3,PC,2006.0,Role-Playing,JoWood Productions,0.06,63.0,7.3,519.0
7 Days to Die,XOne,2016.0,Action,Telltale Games,0.05,35.0,5.2,74.0
Alvin and the Chipmunks,Wii,2007.0,Misc,Eidos Interactive,0.05,30.0,3.6,20.0
Final Fight: Streetwise,PS2,2006.0,Action,Capcom,0.05,43.0,6.2,11.0
Speed Kings,XB,2003.0,Racing,Acclaim Entertainment,0.05,60.0,8.8,4.0
Rebelstar: Tactical Command,GBA,2005.0,Strategy,Atari,0.05,78.0,9.1,10.0
F1 2010,PC,2010.0,Racing,Codemasters,0.05,84.0,6.6,99.0
Gladiator: Sword of Vengeance,XB,2003.0,Action,Acclaim Entertainment,0.05,65.0,7.1,7.0
Bombastic,PS2,2002.0,Puzzle,Capcom,0.05,72.0,7.2,6.0
Coraline,Wii,2009.0,Action,D3Publisher,0.05,42.0,5.5,8.0
Hearts of Iron IV,PC,2016.0,Strategy,Paradox Interactive,0.05,83.0,6.9,306.0
Wing Commander: Prophecy,GBA,2003.0,Simulation,"Destination Software, Inc",0.05,70.0,8.3,7.0
Marc Ecko's Getting Up: Contents Under Pressure,PS2,2006.0,Action,Atari,0.05,69.0,7.2,31.0
Sega Soccer Slam,XB,2002.0,Sports,Sega,0.05,80.0,8.5,10.0
Enemy Front,PS3,2014.0,Shooter,City Interactive,0.05,43.0,6.0,75.0
Front Mission Evolved,PC,2010.0,Shooter,Square Enix,0.05,63.0,5.1,48.0
Dynasty Warriors 5,XB,2005.0,Action,Tecmo Koei,0.05,66.0,8.0,4.0
The Lost Chronicles of Zerzura,PC,2012.0,Adventure,DTP Entertainment,0.05,76.0,6.7,15.0
Murdered: Soul Suspect,PC,2014.0,Action,Square Enix,0.05,59.0,7.4,379.0
Rez,PS2,2001.0,Shooter,Sony Computer Entertainment,0.05,78.0,8.3,28.0
Neverland Card Battles,PSP,2008.0,Role-Playing,Idea Factory,0.05,57.0,7.8,12.0
Lufia: The Ruins of Lore,GBA,2002.0,Role-Playing,Taito,0.05,76.0,8.3,8.0
UEFA Euro 2004: Portugal,XB,2004.0,Sports,Electronic Arts,0.05,74.0,8.1,9.0
Airline Tycoon 2,PC,2011.0,Simulation,Kalypso Media,0.05,57.0,5.5,30.0
Medabots: Infinity,GC,2003.0,Role-Playing,Ubisoft,0.05,51.0,8.0,7.0
IL-2 Sturmovik: Cliffs of Dover,PC,2011.0,Simulation,Ubisoft,0.05,60.0,7.1,114.0
NFL Blitz Pro,XB,2003.0,Sports,Midway Games,0.05,71.0,6.6,8.0
Black Sigil: Blade of the Exiled,DS,2009.0,Role-Playing,Graffiti,0.05,58.0,7.5,20.0
Death Jr. II: Root of Evil,PSP,2006.0,Platform,Konami Digital Entertainment,0.05,68.0,7.3,9.0
Wakeboarding Unleashed Featuring Shaun Murray,XB,2003.0,Sports,Activision,0.05,80.0,8.8,9.0
Mighty No. 9,PS4,2016.0,Platform,Deep Silver,0.05,52.0,3.5,282.0
Samurai Champloo: Sidetracked,PS2,2006.0,Action,Namco Bandai Games,0.05,66.0,7.2,6.0
Dead or Alive Xtreme 3: Fortune,PS4,2016.0,Sports,Tecmo Koei,0.05,43.0,7.8,110.0
Medal of Honor: Airborne,PC,2007.0,Shooter,Electronic Arts,0.05,78.0,7.3,204.0
Men of War: Assault Squad,PC,2011.0,Strategy,1C Company,0.05,77.0,8.2,93.0
Rhapsody: A Musical Adventure,DS,2008.0,Role-Playing,Nippon Ichi Software,0.05,67.0,6.8,12.0
Dead Island Definitive Collection,XOne,2016.0,Action,Deep Silver,0.05,67.0,4.9,18.0
PAC-MAN and the Ghostly Adventures,WiiU,2013.0,Platform,Namco Bandai Games,0.05,58.0,6.5,16.0
Virtua Striker 2002,GC,2002.0,Sports,Sega,0.05,58.0,6.0,5.0
UEFA Champions League 2006-2007,X360,2007.0,Sports,Electronic Arts,0.05,72.0,8.2,10.0
F1 2015,PC,2015.0,Racing,Codemasters,0.05,61.0,3.6,63.0
Aliens in the Attic,DS,2009.0,Action,Playlogic Game Factory,0.05,58.0,6.0,5.0
Hunted: The Demon's Forge,PC,2011.0,Action,Bethesda Softworks,0.05,61.0,6.6,127.0
Otogi 2: Immortal Warriors,XB,2003.0,Action,Sega,0.05,79.0,8.3,12.0
Legend of Kay,PS2,2005.0,Action,JoWood Productions,0.05,72.0,7.3,18.0
Lucha Libre AAA: Heroes del Ring,X360,2010.0,Fighting,Konami Digital Entertainment,0.05,49.0,6.3,12.0
Piglet's Big Game,GC,2003.0,Platform,Gotham Games,0.05,70.0,8.0,5.0
Tom Clancy's HAWX 2,PC,2010.0,Action,Ubisoft,0.05,66.0,3.8,47.0
Fallout: Brotherhood of Steel,XB,2004.0,Role-Playing,Avalon Interactive,0.05,66.0,5.5,23.0
IndyCar Series,XB,2003.0,Racing,Codemasters,0.05,71.0,7.8,5.0
Killing Floor 2 ,PS4,2016.0,Shooter,Tripwire Interactive,0.05,76.0,8.0,57.0
Ferrari F355 Challenge,PS2,2002.0,Racing,Sony Computer Entertainment,0.05,70.0,4.4,5.0
Mortal Kombat X,PC,2015.0,Fighting,Warner Bros. Interactive Entertainment,0.05,76.0,5.1,475.0
Cities in Motion,PC,2011.0,Simulation,Paradox Interactive,0.05,70.0,7.7,105.0
Shifters,PS2,2002.0,Adventure,3DO,0.05,37.0,5.9,8.0
Bladestorm: Nightmare,XOne,2015.0,Action,Tecmo Koei,0.05,48.0,7.1,8.0
TNA iMPACT: Cross the Line,PSP,2010.0,Fighting,SouthPeak Games,0.05,50.0,6.5,4.0
Sacred 3,X360,2014.0,Role-Playing,Deep Silver,0.05,51.0,4.1,42.0
Venetica,PC,2009.0,Role-Playing,DTP Entertainment,0.05,61.0,6.8,51.0
Operation Flashpoint: Dragon Rising,PC,2009.0,Shooter,Codemasters,0.05,76.0,4.9,539.0
Wasteland 2,XOne,2015.0,Role-Playing,Deep Silver,0.05,77.0,7.1,56.0
DoDonPachi Resurrection,X360,2010.0,Shooter,Rising Star Games,0.05,77.0,8.6,16.0
MorphX,X360,2010.0,Shooter,505 Games,0.05,33.0,6.6,15.0
Sigma Star Saga,GBA,2005.0,Role-Playing,Atari,0.05,68.0,8.2,6.0
FIFA Soccer 2004,GBA,2003.0,Sports,Electronic Arts,0.05,82.0,7.9,9.0
Disney's Party,GC,2002.0,Misc,Electronic Arts,0.05,39.0,7.8,5.0
The Bureau: XCOM Declassified,PC,2013.0,Shooter,Take-Two Interactive,0.05,66.0,6.5,621.0
Nanostray 2,DS,2008.0,Shooter,Codemasters,0.05,75.0,7.8,8.0
Dokapon Journey,DS,2008.0,Role-Playing,Sting,0.05,60.0,7.0,8.0
Metal Slug Anthology,PSP,2007.0,Shooter,Ignition Entertainment,0.05,78.0,7.4,25.0
Back to the Future: The Game,Wii,2011.0,Adventure,Telltale Games,0.05,66.0,4.1,9.0
Phantom Crash,XB,2002.0,Simulation,Phantagram,0.05,74.0,8.3,14.0
Yanya Caballista: City Skater,PS2,2001.0,Sports,Tecmo Koei,0.05,58.0,6.3,7.0
The Typing of the Dead,DC,2000.0,Shooter,Sega,0.05,83.0,7.8,12.0
Jenga World Tour,Wii,2007.0,Misc,Atari,0.05,26.0,2.8,11.0
Tenchu: Dark Secret,DS,2006.0,Action,From Software,0.05,37.0,5.1,7.0
Shrek Super Party,GC,2003.0,Misc,TDK Mediactive,0.05,40.0,7.3,7.0
Second Sight,GC,2004.0,Adventure,Codemasters,0.05,77.0,8.5,13.0
Rave Master,GC,2002.0,Fighting,Konami Digital Entertainment,0.05,60.0,6.3,4.0
Bejeweled Twist,PC,2008.0,Puzzle,PopCap Games,0.05,78.0,7.3,11.0
Steins;Gate 0,PS4,2015.0,Adventure,PQube,0.05,81.0,8.3,29.0
Ivy the Kiwi?,DS,2010.0,Puzzle,Rising Star Games,0.05,69.0,6.3,4.0
Hail to the Chimp,PS3,2008.0,Misc,Gamecock,0.05,51.0,4.5,4.0
Alias,XB,2004.0,Action,Acclaim Entertainment,0.05,64.0,6.0,4.0
OutRun 2006: Coast 2 Coast,PS2,2006.0,Racing,Sega,0.05,81.0,8.8,17.0
Arx Fatalis,XB,2003.0,Role-Playing,Mindscape,0.05,71.0,8.2,6.0
Zumba Fitness Core,X360,2012.0,Misc,505 Games,0.05,77.0,6.7,6.0
Guilty Gear Dust Strikers,DS,2006.0,Fighting,Majesco Entertainment,0.05,60.0,5.8,9.0
Dark Summit,GC,2002.0,Sports,THQ,0.05,68.0,4.5,4.0
Star Wars: Republic Commando,PC,2005.0,Shooter,LucasArts,0.05,78.0,8.7,279.0
The Lost Vikings,GBA,2003.0,Puzzle,Activision,0.05,75.0,9.1,15.0
Plants vs. Zombies,PC,2009.0,Strategy,PopCap Games,0.05,87.0,8.9,891.0
Secret Files: Tunguska,DS,2008.0,Adventure,Deep Silver,0.05,71.0,7.6,5.0
Stretch Panic,PS2,2001.0,Platform,Midas Interactive Entertainment,0.05,65.0,7.8,4.0
PQ2: Practical Intelligence Quotient,PSP,2006.0,Puzzle,D3Publisher,0.05,74.0,7.8,6.0
Metroid Prime: Federation Force,3DS,2016.0,Action,Nintendo,0.05,64.0,5.1,219.0
DiRT 2,PC,2009.0,Racing,Codemasters,0.05,89.0,8.2,352.0
Payday 2,PC,2013.0,Shooter,505 Games,0.05,79.0,3.4,3558.0
Woody Woodpecker: Escape from Buzz Buzzard Park,PS2,2001.0,Platform,DreamCatcher Interactive,0.05,64.0,7.4,5.0
Furu Furu Park,Wii,2007.0,Misc,Taito,0.05,43.0,4.8,5.0
Hatsune Miku: Project Diva X,PS4,2016.0,Misc,Sega,0.05,78.0,7.4,41.0
Whirl Tour,GC,2002.0,Sports,Vivendi Games,0.05,61.0,9.0,4.0
Grand Ages: Medieval,PC,2015.0,Strategy,Kalypso Media,0.05,63.0,5.4,52.0
Saints Row: Gat out of Hell,PS4,2015.0,Action,Deep Silver,0.05,64.0,5.7,98.0
Stunt GP,PS2,2001.0,Racing,Titus,0.05,49.0,8.1,9.0
Plants vs. Zombies: Garden Warfare 2,PC,2016.0,Shooter,Electronic Arts,0.05,82.0,7.5,44.0
Singularity,PC,2010.0,Shooter,Mastertronic,0.05,76.0,7.7,326.0
NASCAR Heat Evolution,PS4,2016.0,Racing,Dusenberry Martin Racing,0.05,66.0,3.8,18.0
Ms Saga: A New Dawn,PS2,2005.0,Role-Playing,Namco Bandai Games,0.05,65.0,8.6,15.0
Child of Light,PS4,2014.0,Role-Playing,Ubisoft,0.05,82.0,8.0,451.0
GrimGrimoire,PS2,2007.0,Strategy,Tecmo Koei,0.05,79.0,7.9,17.0
Deadliest Catch: Alaskan Storm,X360,2008.0,Sports,Navarre Corp,0.05,56.0,5.9,15.0
Crime Life: Gang Wars,XB,2005.0,Action,Konami Digital Entertainment,0.05,30.0,3.4,9.0
Rugby 2005,XB,2005.0,Sports,Electronic Arts,0.05,75.0,7.7,11.0
